espn_id,season,name,decision,row_id,row_team,kept_id,kept_team
5176417,2025,Belal El Shakery,UNRESOLVED (no bbref row),13629,New Hampshire,,
5176417,2025,Belal El Shakery,UNRESOLVED (no bbref row),54240,Wofford,,
5177736,2024,Ben Humrichous,UNRESOLVED (no bbref row),13653,Illinois,,
5177736,2024,Ben Humrichous,UNRESOLVED (no bbref row),45880,Evansville,,
4897010,2023,Ben Johnson,KEEP (bbref=Bellarmine),29410,Bellarmine,,
4897010,2023,Ben Johnson,DELETE (phantom),13656,Vermont,29410,Bellarmine
4897010,2024,Ben Johnson,UNRESOLVED (no bbref row),13657,Vermont,,
4897010,2024,Ben Johnson,UNRESOLVED (no bbref row),45135,Bellarmine,,
4897010,2025,Ben Johnson,UNRESOLVED (no bbref row),13658,Vermont,,
4897010,2025,Ben Johnson,UNRESOLVED (no bbref row),49759,Bellarmine,,
5243028,2025,Ben Michaels,KEEP (bbref=Buffalo),49925,Buffalo,,
5243028,2025,Ben Michaels,DELETE (phantom),13661,Vermont,49925,Buffalo
4897474,2023,Ben Schwieger,KEEP (bbref=Loyola (IL)),31111,Loyola (IL),,
4897474,2023,Ben Schwieger,DELETE (phantom),13672,Northern Iowa,31111,Loyola (IL)
4897474,2024,Ben Schwieger,KEEP (bbref=Loyola (IL)),46718,Loyola (IL),,
4897474,2024,Ben Schwieger,DELETE (phantom),13673,Northern Iowa,46718,Loyola (IL)
5105578,2023,Ben Shtolzberg,UNRESOLVED (no bbref row),13676,Murray State,,
5105578,2023,Ben Shtolzberg,UNRESOLVED (no bbref row),29977,Creighton,,
5105578,2024,Ben Shtolzberg,KEEP (bbref=UC Santa Barbara),48813,UC Santa Barbara,,
5105578,2024,Ben Shtolzberg,DELETE (phantom),13677,Murray State,48813,UC Santa Barbara
5105578,2025,Ben Shtolzberg,KEEP (bbref=UC Santa Barbara),53697,UC Santa Barbara,,
5105578,2025,Ben Shtolzberg,DELETE (phantom),13678,Murray State,53697,UC Santa Barbara
5241633,2025,Ben Tweedy,UNRESOLVED (no bbref row),13679,Colgate,,
5241633,2025,Ben Tweedy,UNRESOLVED (no bbref row),50919,Green Bay,,
5196348,2024,Bencao Vungo,KEEP (bbref=East Carolina),45794,East Carolina,,
5196348,2024,Bencao Vungo,DELETE (phantom),13690,Jacksonville State,45794,East Carolina
5196348,2025,Bencao Vungo,KEEP (bbref=East Carolina),50479,East Carolina,,
5196348,2025,Bencao Vungo,DELETE (phantom),13691,Jacksonville State,50479,East Carolina
5105414,2023,Bendji Pierre,UNRESOLVED (no bbref row),13693,Mercer,,
5105414,2023,Bendji Pierre,UNRESOLVED (no bbref row),32532,San Diego,,
5105414,2025,Bendji Pierre,UNRESOLVED (no bbref row),13695,Mercer,,
5105414,2025,Bendji Pierre,UNRESOLVED (no bbref row),52996,San Diego,,
5241364,2025,Bennett Stirtz,KEEP (bbref=Drake),50417,Drake,,
5241364,2025,Bennett Stirtz,DELETE (phantom),13698,Iowa,50417,Drake
5174982,2024,Berke Buyuktuncel,KEEP (bbref=UCLA),48842,UCLA,,
5174982,2024,Berke Buyuktuncel,DELETE (phantom),13705,Nebraska,48842,UCLA
4898243,2022,Bernie Blunt III,UNRESOLVED (no bbref row),13708,Mercyhurst,,
4898243,2022,Bernie Blunt III,UNRESOLVED (no bbref row),27673,Quinnipiac,,
5107879,2023,Bessanty Saragba,KEEP (bbref=Illinois-Chicago),33278,Illinois-Chicago,,
5107879,2023,Bessanty Saragba,DELETE (phantom),13713,Delaware State,33278,Illinois-Chicago
5107879,2025,Bessanty Saragba,KEEP (bbref=Texas State),53523,Texas State,,
5107879,2025,Bessanty Saragba,DELETE (phantom),13715,Delaware State,53523,Texas State
5241495,2025,Biggie Patterson,KEEP (bbref=Iona),51146,Iona,,
5241495,2025,Biggie Patterson,DELETE (phantom),13718,Hofstra,51146,Iona
5177021,2024,Biko Johnson,KEEP (bbref=Omaha),47662,Omaha,,
5177021,2024,Biko Johnson,DELETE (phantom),13720,Idaho,47662,Omaha
5108028,2023,Billy Smith,KEEP (bbref=Miami (OH)),31300,Miami (OH),,
5108028,2023,Billy Smith,DELETE (phantom),13730,Chattanooga,31300,Miami (OH)
5108028,2024,Billy Smith,UNRESOLVED (no bbref row),13731,Chattanooga,,
5108028,2024,Billy Smith,UNRESOLVED (no bbref row),45140,Bellarmine,,
5108028,2025,Billy Smith,UNRESOLVED (no bbref row),13732,Chattanooga,,
5108028,2025,Billy Smith,UNRESOLVED (no bbref row),49758,Bellarmine,,
5105826,2023,Blaise Keita,KEEP (bbref=Nebraska),31566,Nebraska,,
5105826,2023,Blaise Keita,DELETE (phantom),13758,Western Kentucky,31566,Nebraska
5240019,2025,Blaize Sagna,KEEP (bbref=Stetson),53333,Stetson,,
5240019,2025,Blaize Sagna,DELETE (phantom),13762,Southeast Missouri State,53333,Stetson
5174800,2025,Blake Barkley,KEEP (bbref=Northwestern),52355,Northwestern,,
5174800,2025,Blake Barkley,DELETE (phantom),13766,East Tennessee State,52355,Northwestern
5079838,2024,Blake Buchanan,UNRESOLVED (no bbref row),13768,Iowa State,,
5079838,2024,Blake Buchanan,UNRESOLVED (no bbref row),49191,Virginia,,
5243101,2025,Blake Harper,KEEP (bbref=Howard),51023,Howard,,
5243101,2025,Blake Harper,DELETE (phantom),13775,Creighton,51023,Howard
5118036,2023,Blake Lander,UNRESOLVED (no bbref row),13777,Southern,,
5118036,2023,Blake Lander,UNRESOLVED (no bbref row),13778,Texas State,,
5118036,2025,Blake Lander,KEEP (bbref=Long Island University),51472,Long Island University,,
5118036,2025,Blake Lander,DELETE (phantom),13782,Texas State,51472,Long Island University
5118036,2025,Blake Lander,DELETE (phantom),13781,Southern,51472,Long Island University
5174568,2024,Bobby Durkin,KEEP (bbref=Davidson),45672,Davidson,,
5174568,2024,Bobby Durkin,DELETE (phantom),13796,Minnesota,45672,Davidson
5103631,2024,Boden Kapke,KEEP (bbref=Butler),45319,Butler,,
5103631,2024,Boden Kapke,DELETE (phantom),13800,Boston College,45319,Butler
5103631,2025,Boden Kapke,KEEP (bbref=Butler),49943,Butler,,
5103631,2025,Boden Kapke,DELETE (phantom),13801,Boston College,49943,Butler
4702671,2022,Boden Skunberg,UNRESOLVED (no bbref row),13803,Illinois State,,
4702671,2022,Boden Skunberg,UNRESOLVED (no bbref row),27231,North Dakota State,,
4702671,2023,Boden Skunberg,KEEP (bbref=North Dakota State),31754,North Dakota State,,
4702671,2023,Boden Skunberg,DELETE (phantom),13804,Illinois State,31754,North Dakota State
4702671,2024,Boden Skunberg,KEEP (bbref=North Dakota State),47411,North Dakota State,,
4702671,2024,Boden Skunberg,DELETE (phantom),13805,Illinois State,47411,North Dakota State
5105426,2024,Bol Dengdit,KEEP (bbref=Portland),47775,Portland,,
5105426,2024,Bol Dengdit,DELETE (phantom),13810,UC San Diego,47775,Portland
5105426,2025,Bol Dengdit,KEEP (bbref=Portland),52591,Portland,,
5105426,2025,Bol Dengdit,DELETE (phantom),13811,UC San Diego,52591,Portland
4898283,2022,Boopie Miller,KEEP (bbref=Central Michigan),35806,Central Michigan,,
4898283,2022,Boopie Miller,DELETE (phantom),13815,Southern Methodist,35806,Central Michigan
4898283,2023,Boopie Miller,UNRESOLVED (no bbref row),13816,Southern Methodist,,
4898283,2023,Boopie Miller,UNRESOLVED (no bbref row),29741,Central Michigan,,
4898283,2024,Boopie Miller,KEEP (bbref=Wake Forest),49223,Wake Forest,,
4898283,2024,Boopie Miller,DELETE (phantom),13817,Southern Methodist,49223,Wake Forest
5105840,2023,Bowen Hardman,KEEP (bbref=Ohio State),31944,Ohio State,,
5105840,2023,Bowen Hardman,DELETE (phantom),13823,Akron,31944,Ohio State
5105840,2024,Bowen Hardman,KEEP (bbref=Ohio State),47606,Ohio State,,
5105840,2024,Bowen Hardman,DELETE (phantom),13824,Akron,47606,Ohio State
5175408,2024,Bowyn Beatty,KEEP (bbref=Sacramento State),48043,Sacramento State,,
5175408,2024,Bowyn Beatty,DELETE (phantom),13827,La Salle,48043,Sacramento State
5175408,2025,Bowyn Beatty,UNRESOLVED (no bbref row),13828,La Salle,,
5175408,2025,Bowyn Beatty,UNRESOLVED (no bbref row),52859,Sacramento State,,
5107781,2023,Braden Appelhans,KEEP (bbref=New Mexico),31605,New Mexico,,
5107781,2023,Braden Appelhans,DELETE (phantom),13830,Drake,31605,New Mexico
5107781,2024,Braden Appelhans,KEEP (bbref=New Mexico),47270,New Mexico,,
5107781,2024,Braden Appelhans,DELETE (phantom),13831,Drake,47270,New Mexico
5107781,2025,Braden Appelhans,KEEP (bbref=New Mexico),52071,New Mexico,,
5107781,2025,Braden Appelhans,DELETE (phantom),13832,Drake,52071,New Mexico
5105495,2024,Braden Housley,UNRESOLVED (no bbref row),13839,Utah Valley,,
5105495,2024,Braden Housley,UNRESOLVED (no bbref row),48396,Southern Utah,,
5142360,2025,Braden Pierce,KEEP (bbref=Maryland),51676,Maryland,,
5142360,2025,Braden Pierce,DELETE (phantom),13845,Villanova,51676,Maryland
5108879,2023,Braden Sparks,KEEP (bbref=Mercer),31289,Mercer,,
5108879,2023,Braden Sparks,DELETE (phantom),13851,Fairfield,31289,Mercer
5177352,2024,Bradley Douglas,KEEP (bbref=Little Rock),46616,Little Rock,,
5177352,2024,Bradley Douglas,DELETE (phantom),13857,James Madison,46616,Little Rock
5177352,2025,Bradley Douglas,UNRESOLVED (no bbref row),13858,James Madison,,
5177352,2025,Bradley Douglas,UNRESOLVED (no bbref row),50827,Georgia Southern,,
4685659,2024,Brady Dunlap,UNRESOLVED (no bbref row),13868,Saint Louis,,
4685659,2024,Brady Dunlap,UNRESOLVED (no bbref row),48428,St. John's (NY),,
4685659,2025,Brady Dunlap,UNRESOLVED (no bbref row),13869,Saint Louis,,
4685659,2025,Brady Dunlap,UNRESOLVED (no bbref row),53272,St. John's (NY),,
5240507,2025,Brady Smith,KEEP (bbref=Utah),53962,Utah,,
5240507,2025,Brady Smith,DELETE (phantom),13883,Weber State,53962,Utah
5105820,2023,Braeden Carrington,KEEP (bbref=Minnesota),31371,Minnesota,,
5105820,2023,Braeden Carrington,DELETE (phantom),13895,Wisconsin,31371,Minnesota
5105820,2024,Braeden Carrington,UNRESOLVED (no bbref row),13896,Wisconsin,,
5105820,2024,Braeden Carrington,UNRESOLVED (no bbref row),47021,Minnesota,,
5105820,2025,Braeden Carrington,KEEP (bbref=Tulsa),53596,Tulsa,,
5105820,2025,Braeden Carrington,DELETE (phantom),13897,Wisconsin,53596,Tulsa
5105672,2023,Braeden Smith,KEEP (bbref=Colgate),29886,Colgate,,
5105672,2023,Braeden Smith,DELETE (phantom),13905,Gonzaga,29886,Colgate
5105672,2024,Braeden Smith,KEEP (bbref=Colgate),45577,Colgate,,
5105672,2024,Braeden Smith,DELETE (phantom),13906,Gonzaga,45577,Colgate
4703637,2024,Braelon Bush,KEEP (bbref=Northwestern State),47530,Northwestern State,,
4703637,2024,Braelon Bush,DELETE (phantom),13911,Chicago State,47530,Northwestern State
4703637,2025,Braelon Bush,KEEP (bbref=Prairie View A&M),52614,Prairie View A&M,,
4703637,2025,Braelon Bush,DELETE (phantom),13912,Chicago State,52614,Prairie View A&M
5175028,2024,Braelon Green,UNRESOLVED (no bbref row),13914,Eastern Michigan,,
5175028,2024,Braelon Green,UNRESOLVED (no bbref row),44981,Arizona State,,
5175028,2025,Braelon Green,KEEP (bbref=Bowling Green),49861,Bowling Green,,
5175028,2025,Braelon Green,DELETE (phantom),13915,Eastern Michigan,49861,Bowling Green
4897069,2022,Brandon Dwyer,KEEP (bbref=La Salle),37085,La Salle,,
4897069,2022,Brandon Dwyer,DELETE (phantom),13924,Florida Gulf Coast,37085,La Salle
4711296,2024,Brandon Gardner,UNRESOLVED (no bbref row),13929,Sacramento State,,
4711296,2024,Brandon Gardner,UNRESOLVED (no bbref row),34746,Southern California,,
4711306,2024,Brandon Garrison,KEEP (bbref=Oklahoma State),47630,Oklahoma State,,
4711306,2024,Brandon Garrison,DELETE (phantom),13932,Kentucky,47630,Oklahoma State
5176556,2024,Brandon Hardy,KEEP (bbref=Louisiana),46674,Louisiana,,
5176556,2024,Brandon Hardy,DELETE (phantom),13936,Southern,46674,Louisiana
5176556,2025,Brandon Hardy,KEEP (bbref=Louisiana),51503,Louisiana,,
5176556,2025,Brandon Hardy,DELETE (phantom),13937,Southern,51503,Louisiana
4684285,2022,Brandon Lieb,KEEP (bbref=Illinois),26309,Illinois,,
4684285,2022,Brandon Lieb,DELETE (phantom),13949,Illinois State,26309,Illinois
4684285,2023,Brandon Lieb,KEEP (bbref=Illinois),30741,Illinois,,
4684285,2023,Brandon Lieb,DELETE (phantom),13950,Illinois State,30741,Illinois
5241737,2025,Brandon Maclin,KEEP (bbref=Radford),52712,Radford,,
5241737,2025,Brandon Maclin,DELETE (phantom),13954,DePaul,52712,Radford
5243267,2025,Brandon Morgan,UNRESOLVED (no bbref row),13963,Hofstra,,
5243267,2025,Brandon Morgan,UNRESOLVED (no bbref row),54134,Western Carolina,,
5176245,2024,Brandon Muntu,KEEP (bbref=Western Michigan),49339,Western Michigan,,
5176245,2024,Brandon Muntu,DELETE (phantom),13964,Tennessee Tech,49339,Western Michigan
5176245,2025,Brandon Muntu,UNRESOLVED (no bbref row),13965,Tennessee Tech,,
5176245,2025,Brandon Muntu,UNRESOLVED (no bbref row),54163,Western Michigan,,
4702994,2023,Brandon Noel,UNRESOLVED (no bbref row),13966,Ohio State,,
4702994,2023,Brandon Noel,UNRESOLVED (no bbref row),33808,Wright State,,
4702994,2024,Brandon Noel,KEEP (bbref=Wright State),49411,Wright State,,
4702994,2024,Brandon Noel,DELETE (phantom),13967,Ohio State,49411,Wright State
4702994,2025,Brandon Noel,UNRESOLVED (no bbref row),13968,Ohio State,,
4702994,2025,Brandon Noel,UNRESOLVED (no bbref row),54243,Wright State,,
5103590,2024,Brandon Rechsteiner,UNRESOLVED (no bbref row),13971,Colorado State,,
5103590,2024,Brandon Rechsteiner,UNRESOLVED (no bbref row),49207,Virginia Tech,,
5176687,2024,Brandon Taylor,KEEP (bbref=East Texas A&M),45817,East Texas A&M,,
5176687,2024,Brandon Taylor,DELETE (phantom),13976,Texas,45817,East Texas A&M
5176687,2025,Brandon Taylor,KEEP (bbref=East Texas A&M),50507,East Texas A&M,,
5176687,2025,Brandon Taylor,DELETE (phantom),13977,Texas,50507,East Texas A&M
5105487,2023,Brandon Walker,KEEP (bbref=UT Arlington),33392,UT Arlington,,
5105487,2023,Brandon Walker,DELETE (phantom),13979,Mississippi State,33392,UT Arlington
5105487,2024,Brandon Walker,KEEP (bbref=Montana State),47124,Montana State,,
5105487,2024,Brandon Walker,DELETE (phantom),13980,Mississippi State,47124,Montana State
5107792,2023,Braxton Bayless,KEEP (bbref=Niagara),31640,Niagara,,
5107792,2023,Braxton Bayless,DELETE (phantom),13989,Little Rock,31640,Niagara
5107792,2024,Braxton Bayless,KEEP (bbref=Niagara),34355,Niagara,,
5107792,2024,Braxton Bayless,DELETE (phantom),13990,Little Rock,34355,Niagara
5107792,2025,Braxton Bayless,UNRESOLVED (no bbref row),13991,Little Rock,,
5107792,2025,Braxton Bayless,UNRESOLVED (no bbref row),54150,Western Kentucky,,
5107891,2023,Braxton Stacker,KEEP (bbref=Murray State),31510,Murray State,,
5107891,2023,Braxton Stacker,DELETE (phantom),13993,Southeast Missouri State,31510,Murray State
4873137,2025,Brayden Crump,UNRESOLVED (no bbref row),13999,East Tennessee State,,
4873137,2025,Brayden Crump,UNRESOLVED (no bbref row),50572,Elon,,
5239775,2025,Brayden Fagbemi,KEEP (bbref=Central Arkansas),50061,Central Arkansas,,
5239775,2025,Brayden Fagbemi,DELETE (phantom),14001,UC Davis,50061,Central Arkansas
5243027,2025,Brayden Jackson,KEEP (bbref=Buffalo),49929,Buffalo,,
5243027,2025,Brayden Jackson,DELETE (phantom),14003,St. Bonaventure,49929,Buffalo
5107269,2023,Brayden O'Connor,KEEP (bbref=Massachusetts-Lowell),33313,Massachusetts-Lowell,,
5107269,2023,Brayden O'Connor,DELETE (phantom),14007,George Mason,33313,Massachusetts-Lowell
5107269,2024,Brayden O'Connor,UNRESOLVED (no bbref row),14008,George Mason,,
5107269,2024,Brayden O'Connor,UNRESOLVED (no bbref row),48911,Massachusetts-Lowell,,
5239884,2025,Braylhan Thomas,KEEP (bbref=Georgia Southern),50836,Georgia Southern,,
5239884,2025,Braylhan Thomas,DELETE (phantom),14017,Winthrop,50836,Georgia Southern
5105589,2023,Brendan Hausen,KEEP (bbref=Villanova),33570,Villanova,,
5105589,2023,Brendan Hausen,DELETE (phantom),14023,Iowa,33570,Villanova
5105589,2024,Brendan Hausen,KEEP (bbref=Villanova),49179,Villanova,,
5105589,2024,Brendan Hausen,DELETE (phantom),14024,Iowa,49179,Villanova
5105589,2025,Brendan Hausen,KEEP (bbref=Kansas State),51275,Kansas State,,
5105589,2025,Brendan Hausen,DELETE (phantom),14025,Iowa,51275,Kansas State
5106864,2023,Brenen Lorient,KEEP (bbref=Florida Atlantic),30310,Florida Atlantic,,
5106864,2023,Brenen Lorient,DELETE (phantom),14048,West Virginia,30310,Florida Atlantic
5106864,2024,Brenen Lorient,KEEP (bbref=Florida Atlantic),45948,Florida Atlantic,,
5106864,2024,Brenen Lorient,DELETE (phantom),14049,West Virginia,45948,Florida Atlantic
5106864,2025,Brenen Lorient,KEEP (bbref=North Texas),52235,North Texas,,
5106864,2025,Brenen Lorient,DELETE (phantom),14050,West Virginia,52235,North Texas
5105622,2023,Brennan Rigsby Jr.,KEEP (bbref=Oregon),32040,Oregon,,
5105622,2023,Brennan Rigsby Jr.,DELETE (phantom),14055,Radford,32040,Oregon
5105622,2024,Brennan Rigsby Jr.,KEEP (bbref=Oregon),47691,Oregon,,
5105622,2024,Brennan Rigsby Jr.,DELETE (phantom),14056,Radford,47691,Oregon
5105622,2025,Brennan Rigsby Jr.,KEEP (bbref=Minnesota),51821,Minnesota,,
5105622,2025,Brennan Rigsby Jr.,DELETE (phantom),14057,Radford,51821,Minnesota
4897364,2022,Brennan Watkins,UNRESOLVED (no bbref row),14060,Chattanooga,,
4897364,2022,Brennan Watkins,UNRESOLVED (no bbref row),28767,VMI,,
4897364,2024,Brennan Watkins,UNRESOLVED (no bbref row),14062,Chattanooga,,
4897364,2024,Brennan Watkins,UNRESOLVED (no bbref row),49116,VMI,,
4897364,2025,Brennan Watkins,KEEP (bbref=North Dakota State),52216,North Dakota State,,
4897364,2025,Brennan Watkins,DELETE (phantom),14063,Chattanooga,52216,North Dakota State
5177603,2025,Brentay Noel,KEEP (bbref=Southern),53212,Southern,,
5177603,2025,Brentay Noel,DELETE (phantom),14071,Louisiana-Monroe,53212,Southern
4897050,2023,Brett Rumpel,KEEP (bbref=St. Bonaventure),32777,St. Bonaventure,,
4897050,2023,Brett Rumpel,DELETE (phantom),14079,Manhattan,32777,St. Bonaventure
5240665,2025,Brewer Carruth,UNRESOLVED (no bbref row),14086,Texas State,,
5240665,2025,Brewer Carruth,UNRESOLVED (no bbref row),14085,Southern,,
5240665,2025,Brewer Carruth,UNRESOLVED (no bbref row),14084,Appalachian State,,
5241241,2025,Brian Amuneke,KEEP (bbref=Fresno State),50735,Fresno State,,
5241241,2025,Brian Amuneke,DELETE (phantom),14090,Wichita State,50735,Fresno State
5107895,2023,Brian Moore Jr.,KEEP (bbref=Murray State),31504,Murray State,,
5107895,2023,Brian Moore Jr.,DELETE (phantom),14093,Grand Canyon,31504,Murray State
5107895,2024,Brian Moore Jr.,KEEP (bbref=Murray State),47179,Murray State,,
5107895,2024,Brian Moore Jr.,DELETE (phantom),14094,Grand Canyon,47179,Murray State
5107895,2025,Brian Moore Jr.,KEEP (bbref=Norfolk State),52130,Norfolk State,,
5107895,2025,Brian Moore Jr.,DELETE (phantom),14095,Grand Canyon,52130,Norfolk State
4593256,2024,Brian Taylor,KEEP (bbref=Central Michigan),45444,Central Michigan,,
4593256,2024,Brian Taylor,DELETE (phantom),14099,East Tennessee State,45444,Central Michigan
4593256,2023,Brian Taylor II,UNRESOLVED (no bbref row),14098,East Tennessee State,,
4593256,2023,Brian Taylor II,UNRESOLVED (no bbref row),29743,Central Michigan,,
5106766,2025,Brian Taylor II,KEEP (bbref=SIU Edwardsville),52820,SIU Edwardsville,,
5106766,2025,Brian Taylor II,DELETE (phantom),14100,East Tennessee State,52820,SIU Edwardsville
4823976,2023,Brian Waddell,UNRESOLVED (no bbref row),14102,Bellarmine,,
4823976,2023,Brian Waddell,UNRESOLVED (no bbref row),32220,Purdue,,
4823976,2024,Brian Waddell,KEEP (bbref=Purdue),47857,Purdue,,
4823976,2024,Brian Waddell,DELETE (phantom),14103,Bellarmine,47857,Purdue
4823976,2025,Brian Waddell,KEEP (bbref=Purdue),52679,Purdue,,
4823976,2025,Brian Waddell,DELETE (phantom),14104,Bellarmine,52679,Purdue
5241745,2025,Brit Harris,KEEP (bbref=South Carolina Upstate),53132,South Carolina Upstate,,
5241745,2025,Brit Harris,DELETE (phantom),14110,Florida International,53132,South Carolina Upstate
5177725,2024,Brock Felder,UNRESOLVED (no bbref row),14119,Seattle,,
5177725,2024,Brock Felder,UNRESOLVED (no bbref row),48400,Southern Utah,,
5177725,2025,Brock Felder,UNRESOLVED (no bbref row),14120,Seattle,,
5177725,2025,Brock Felder,UNRESOLVED (no bbref row),53240,Southern Utah,,
5103589,2024,Brock Harding,KEEP (bbref=Iowa),46358,Iowa,,
5103589,2024,Brock Harding,DELETE (phantom),14122,Texas Christian,46358,Iowa
5103589,2025,Brock Harding,KEEP (bbref=Iowa),51163,Iowa,,
5103589,2025,Brock Harding,DELETE (phantom),14123,Texas Christian,51163,Iowa
5175357,2025,Brock Vice,KEEP (bbref=North Texas),52245,North Texas,,
5175357,2025,Brock Vice,DELETE (phantom),14130,Murray State,52245,North Texas
5107377,2023,Brody Robinson,KEEP (bbref=Chattanooga),29808,Chattanooga,,
5107377,2023,Brody Robinson,DELETE (phantom),14137,Oakland,29808,Chattanooga
5107377,2025,Brody Robinson,KEEP (bbref=UT Arlington),53864,UT Arlington,,
5107377,2025,Brody Robinson,DELETE (phantom),14139,Oakland,53864,UT Arlington
5108917,2023,Brody Rowbury,KEEP (bbref=Southeastern Louisiana),32350,Southeastern Louisiana,,
5108917,2023,Brody Rowbury,DELETE (phantom),14141,Idaho,32350,Southeastern Louisiana
5108917,2024,Brody Rowbury,KEEP (bbref=Southeastern Louisiana),47998,Southeastern Louisiana,,
5108917,2024,Brody Rowbury,DELETE (phantom),14142,Idaho,47998,Southeastern Louisiana
5108917,2025,Brody Rowbury,KEEP (bbref=Southeastern Louisiana),52808,Southeastern Louisiana,,
5108917,2025,Brody Rowbury,DELETE (phantom),14143,Idaho,52808,Southeastern Louisiana
5101624,2024,Brooklyn Hicks,KEEP (bbref=Nevada-Las Vegas),48969,Nevada-Las Vegas,,
5101624,2024,Brooklyn Hicks,DELETE (phantom),14149,Montana,48969,Nevada-Las Vegas
5101624,2025,Brooklyn Hicks,KEEP (bbref=Nevada-Las Vegas),53837,Nevada-Las Vegas,,
5101624,2025,Brooklyn Hicks,DELETE (phantom),14150,Montana,53837,Nevada-Las Vegas
5106602,2024,Bryan Etumnu,UNRESOLVED (no bbref row),14160,Wright State,,
5106602,2024,Bryan Etumnu,UNRESOLVED (no bbref row),46920,Merrimack,,
5106602,2025,Bryan Etumnu,KEEP (bbref=Merrimack),51748,Merrimack,,
5106602,2025,Bryan Etumnu,DELETE (phantom),14161,Wright State,51748,Merrimack
5175788,2024,Bryan Ndjonga,KEEP (bbref=Cal State Northridge),45357,Cal State Northridge,,
5175788,2024,Bryan Ndjonga,DELETE (phantom),14163,Canisius,45357,Cal State Northridge
5175788,2025,Bryan Ndjonga,KEEP (bbref=Central Michigan),50091,Central Michigan,,
5175788,2025,Bryan Ndjonga,DELETE (phantom),14164,Canisius,50091,Central Michigan
5106643,2023,Bryant Selebangue,UNRESOLVED (no bbref row),14166,Western Kentucky,,
5106643,2023,Bryant Selebangue,UNRESOLVED (no bbref row),33131,Tulsa,,
5106643,2024,Bryant Selebangue,UNRESOLVED (no bbref row),14167,Western Kentucky,,
5106643,2024,Bryant Selebangue,UNRESOLVED (no bbref row),44976,Arizona State,,
5106643,2025,Bryant Selebangue,KEEP (bbref=McNeese),51704,McNeese,,
5106643,2025,Bryant Selebangue,DELETE (phantom),14168,Western Kentucky,51704,McNeese
4066826,2021,Bryce Aiken,UNRESOLVED (no bbref row),96844,Harvard,,
4066826,2021,Bryce Aiken,UNRESOLVED (no bbref row),98976,Seton Hall,,
5106463,2023,Bryce Baker,KEEP (bbref=Old Dominion),31986,Old Dominion,,
5106463,2023,Bryce Baker,DELETE (phantom),14170,College of Charleston,31986,Old Dominion
5106463,2024,Bryce Baker,KEEP (bbref=Old Dominion),47645,Old Dominion,,
5106463,2024,Bryce Baker,DELETE (phantom),14171,College of Charleston,47645,Old Dominion
5106463,2025,Bryce Baker,KEEP (bbref=Winthrop),54204,Winthrop,,
5106463,2025,Bryce Baker,DELETE (phantom),14172,College of Charleston,54204,Winthrop
5176231,2024,Bryce Ford,KEEP (bbref=Toledo),48664,Toledo,,
5176231,2024,Bryce Ford,DELETE (phantom),14181,Arizona State,48664,Toledo
5176231,2025,Bryce Ford,KEEP (bbref=Toledo),53542,Toledo,,
5176231,2025,Bryce Ford,DELETE (phantom),14182,Arizona State,53542,Toledo
5041945,2025,Bryce Heard,KEEP (bbref=NC State),51987,NC State,,
5041945,2025,Bryce Heard,DELETE (phantom),14189,Dayton,51987,NC State
4565698,2022,Bryce Hopkins,KEEP (bbref=Kentucky),26526,Kentucky,,
4565698,2022,Bryce Hopkins,DELETE (phantom),14191,St. John's (NY),26526,Kentucky
4565698,2023,Bryce Hopkins,UNRESOLVED (no bbref row),14192,St. John's (NY),,
4565698,2023,Bryce Hopkins,UNRESOLVED (no bbref row),32198,Providence,,
4565698,2024,Bryce Hopkins,UNRESOLVED (no bbref row),14193,St. John's (NY),,
4565698,2024,Bryce Hopkins,UNRESOLVED (no bbref row),47836,Providence,,
4565698,2025,Bryce Hopkins,KEEP (bbref=Providence),52654,Providence,,
4565698,2025,Bryce Hopkins,DELETE (phantom),14194,St. John's (NY),52654,Providence
5174291,2024,Bryce Lindsay,KEEP (bbref=Texas A&M),48600,Texas A&M,,
5174291,2024,Bryce Lindsay,DELETE (phantom),14196,Villanova,48600,Texas A&M
5174291,2025,Bryce Lindsay,KEEP (bbref=James Madison),51229,James Madison,,
5174291,2025,Bryce Lindsay,DELETE (phantom),14197,Villanova,51229,James Madison
4897519,2022,Bryce Zephir,KEEP (bbref=North Texas),27261,North Texas,,
4897519,2022,Bryce Zephir,DELETE (phantom),14202,Syracuse,27261,North Texas
5107223,2023,Brycen Blaine,KEEP (bbref=James Madison),30880,James Madison,,
5107223,2023,Brycen Blaine,DELETE (phantom),14207,Charleston Southern,30880,James Madison
4586322,2022,Brycen Long,KEEP (bbref=Houston Christian),36745,Houston Christian,,
4586322,2022,Brycen Long,DELETE (phantom),14211,Portland State,36745,Houston Christian
4586322,2023,Brycen Long,UNRESOLVED (no bbref row),30650,Houston Christian,,
4586322,2023,Brycen Long,UNRESOLVED (no bbref row),14212,Portland State,,
4586322,2024,Brycen Long,UNRESOLVED (no bbref row),14213,Portland State,,
4586322,2024,Brycen Long,UNRESOLVED (no bbref row),44978,Arizona State,,
5239594,2025,Bryson Cokley,UNRESOLVED (no bbref row),14218,Elon,,
5239594,2025,Bryson Cokley,UNRESOLVED (no bbref row),50783,George Mason,,
5107077,2023,Bryson Dawkins,KEEP (bbref=North Alabama),31685,North Alabama,,
5107077,2023,Bryson Dawkins,DELETE (phantom),14220,Youngstown State,31685,North Alabama
